Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A671UCE9,A0A671UCE9_SPAAU,Macrophage mannose receptor 1-like,LOC115589565,Sparus aurata (Gilthead sea bream),370,,Chordata
A0A671YRT3,A0A671YRT3_SPAAU,Ectonucleoside triphosphate diphosphohydrolase 2-like,LOC115581073,Sparus aurata (Gilthead sea bream),499,GO:0005524; GO:0016021; GO:0016787,Chordata
A0A671XY33,A0A671XY33_SPAAU,SH3 and multiple ankyrin repeat domains 2,shank2,Sparus aurata (Gilthead sea bream),1878,GO:0005737; GO:0014069,Chordata
A0A671US38,A0A671US38_SPAAU,Phosphate transporter,,Sparus aurata (Gilthead sea bream),619,GO:0005315; GO:0006817; GO:0015293; GO:0016021,Chordata
A0A0F8CMG3,A0A0F8CMG3_LARCR,FH1/FH2 domain-containing protein 3,EH28_09555,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),914,GO:0003723; GO:0051492,Chordata
A0A671TGQ3,A0A671TGQ3_SPAAU,Calpain 8,,Sparus aurata (Gilthead sea bream),697,GO:0004198; GO:0005509,Chordata
A0A671VK79,A0A671VK79_SPAAU,Zinc finger CCCH domain-containing protein 15,zc3h15,Sparus aurata (Gilthead sea bream),438,GO:0016740; GO:0046872,Chordata
A0A671W7I0,A0A671W7I0_SPAAU,Ubiquitin carboxyl-terminal hydrolase CYLD-like,LOC115589532,Sparus aurata (Gilthead sea bream),980,GO:0005815; GO:0048471,Chordata
W1F145,W1F145_ECOLX,Colicin I receptor,,Escherichia coli ISC7,341,,Proteobacteria
A0A2X1P2S9,A0A2X1P2S9_ECOLX,S-formylglutathione hydrolase (EC 3.1.2.12),yeiG NCTC9073_01497,Escherichia coli,227,GO:0018738; GO:0046294; GO:0052689,Proteobacteria
L3C767,L3C767_ECOLX,Colicin I receptor,A13W_01267,Escherichia coli KTE193,527,GO:0006811; GO:0009279,Proteobacteria
A0A671UGE2,A0A671UGE2_SPAAU,Neogenin 1b,,Sparus aurata (Gilthead sea bream),1449,GO:0005886; GO:0016021,Chordata
A0A671UG55,A0A671UG55_SPAAU,Neogenin 1b,,Sparus aurata (Gilthead sea bream),1404,GO:0005886; GO:0016021,Chordata
A0A671UJZ5,A0A671UJZ5_SPAAU,Neogenin 1b,,Sparus aurata (Gilthead sea bream),1373,GO:0005886; GO:0016021,Chordata
A0A6P7HMC7,A0A6P7HMC7_9TELE,fibrillin-1,fbn1,Parambassis ranga (Indian glassy fish),2924,GO:0005509,Chordata
A0A671VDX9,A0A671VDX9_SPAAU,Potassium inwardly rectifying channel subfamily J member 10,kcnj10,Sparus aurata (Gilthead sea bream),416,GO:0005242; GO:0016021; GO:0034765,Chordata
A0A3P9N1X2,A0A3P9N1X2_POERE,ATP-sensitive inward rectifier potassium channel 10-like,,Poecilia reticulata (Guppy) (Acanthophacelus reticulatus),457,GO:0005242; GO:0016021; GO:0034765,Chordata
A0A671TGV3,A0A671TGV3_SPAAU,FAT atypical cadherin 3,fat3,Sparus aurata (Gilthead sea bream),4656,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A671TJ95,A0A671TJ95_SPAAU,FAT atypical cadherin 3,fat3,Sparus aurata (Gilthead sea bream),4633,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A671THI6,A0A671THI6_SPAAU,FAT atypical cadherin 3,fat3,Sparus aurata (Gilthead sea bream),4644,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A6G0IXD6,A0A6G0IXD6_LARCR,Laminin subunit beta-4,D5F01_LYC04687,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),1795,GO:0005604; GO:0016020,Chordata
A0A671XN73,A0A671XN73_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),1390,GO:0005604; GO:0016020,Chordata
A0A671UDQ1,A0A671UDQ1_SPAAU,Ras GTPase-activating-like protein IQGAP3,LOC115582060,Sparus aurata (Gilthead sea bream),1618,GO:0007165; GO:0043087,Chordata
A0A077Z405,A0A077Z405_TRITR,MFS 2 and Gal mutarotas 2 and Glyco hydro 31 doma in containing protein,TTRE_0000347901,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),1238,GO:0004553; GO:0005886; GO:0005975; GO:0006814; GO:0016021; GO:0022857; GO:0030246,Nematoda (roundworms)
A0A671XP76,A0A671XP76_SPAAU,Protein MCM10 homolog,mcm10,Sparus aurata (Gilthead sea bream),905,GO:0003690; GO:0003697; GO:0005634; GO:0006270; GO:0046872,Chordata
A0A4U5UX45,A0A4U5UX45_COLLU,Vang-like protein 2,D9C73_014312,Collichthys lucidus (Big head croaker) (Sciaena lucida),648,GO:0005886; GO:0007275; GO:0016021,Chordata
A0A7J5Y967,A0A7J5Y967_DISMA,Protein Wnt,F7725_003052,Dissostichus mawsoni (Antarctic cod),406,,Chordata
A0A671YCE4,A0A671YCE4_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),383,,Chordata
A0A2S8DJN5,A0A2S8DJN5_SHIBO,Uncharacterized protein,C5K23_29415,Shigella boydii,107,,Proteobacteria
W1FAD9,W1FAD9_ECOLX,Periplasmic trehalase (EC 3.2.1.28) (Alpha;alpha-trehalase) (Alpha;alpha-trehalose glucohydrolase),treA,Escherichia coli ISC7,565,GO:0004555; GO:0005993; GO:0042597; GO:0071474,Proteobacteria
A0A671WLW3,A0A671WLW3_SPAAU,Protein-tyrosine-phosphatase (EC 3.1.3.48),ptpn6,Sparus aurata (Gilthead sea bream),582,GO:0004725,Chordata
A0A671UJH7,A0A671UJH7_SPAAU,RB binding protein 8; endonuclease,rbbp8,Sparus aurata (Gilthead sea bream),496,,Chordata
A0A671WEK9,A0A671WEK9_SPAAU,XK-related protein,LOC115573803,Sparus aurata (Gilthead sea bream),647,GO:0016021,Chordata
F4TLX3,F4TLX3_ECOLX,Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12),ECJG_03226,Escherichia coli M718,888,GO:0005886; GO:0006011; GO:0016021; GO:0016760; GO:0030244; GO:0035438,Proteobacteria
A0A671ULS9,A0A671ULS9_SPAAU,DNA photolyase (EC 4.1.99.3) (Deoxyribodipyrimidine photo-lyase),LOC115572623,Sparus aurata (Gilthead sea bream),547,GO:0003677; GO:0003904; GO:0006281; GO:0018298,Chordata
A0A671YPE6,A0A671YPE6_SPAAU,Serine protease HTRA3-like,LOC115578889,Sparus aurata (Gilthead sea bream),489,GO:0004252; GO:0005520; GO:0005576,Chordata
U9YMB4,U9YMB4_ECOLX,Arylsulfatase,HMPREF1588_01891,Escherichia coli 110957,527,GO:0005886; GO:0008484; GO:0016021; GO:0016772,Proteobacteria
A0A671WHN0,A0A671WHN0_SPAAU,Matrix metallopeptidase 28,mmp28,Sparus aurata (Gilthead sea bream),523,GO:0004222; GO:0008270; GO:0031012,Chordata
V0XYD2,V0XYD2_ECOLX,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),HMPREF1608_02390,Escherichia coli 908525,552,GO:0005886; GO:0006072; GO:0009331; GO:0010181; GO:0019563; GO:0050660; GO:0052591,Proteobacteria
V0UMA4,V0UMA4_ECOLX,Putative transport protein YbjL,ybjL HMPREF1604_05446,Escherichia coli 908519,561,GO:0005886; GO:0006813; GO:0008324; GO:0016021,Proteobacteria
A0A447XCJ5,A0A447XCJ5_ECOLX,Putative transport protein with two RCK domains,ybjL NCTC9044_04133,Escherichia coli,440,GO:0006813; GO:0008324; GO:0016021,Proteobacteria
A0A6J2P919,A0A6J2P919_COTGO,kinesin-like protein KIF26B,LOC115003934,Cottoperca gobio (Frogmouth) (Aphritis gobio),1981,GO:0005524; GO:0007018; GO:0008017; GO:1990939,Chordata
A0A0F8AD31,A0A0F8AD31_LARCR,Vomeronasal type-2 receptor 1,EH28_04477,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),901,GO:0004930; GO:0005886; GO:0016021,Chordata
A0A671VVE5,A0A671VVE5_SPAAU,Non-SMC condensin II complex subunit G2,ncapg2,Sparus aurata (Gilthead sea bream),1138,GO:0005634,Chordata
A0A2K4PCH8,A0A2K4PCH8_ECOLX,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),htpG EC1094V2_3375,Escherichia coli,624,GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082,Proteobacteria
A0A671UR42,A0A671UR42_SPAAU,Embryonal Fyn-associated substrate-like,LOC115589282,Sparus aurata (Gilthead sea bream),968,GO:0007155,Chordata
A0A671XLJ5,A0A671XLJ5_SPAAU,Histone PARylation factor 1,,Sparus aurata (Gilthead sea bream),400,,Chordata
A0A671Y8F8,A0A671Y8F8_SPAAU,Transducin beta like 3,tbl3,Sparus aurata (Gilthead sea bream),930,GO:0005730; GO:0006364; GO:0032040,Chordata
A0A671X7V4,A0A671X7V4_SPAAU,Anaphase-promoting complex subunit 5 (Cyclosome subunit 5),,Sparus aurata (Gilthead sea bream),782,GO:0005680; GO:0005819; GO:0007049; GO:0016567; GO:0051301,Chordata
A0A671XED0,A0A671XED0_SPAAU,Anaphase-promoting complex subunit 5 (Cyclosome subunit 5),,Sparus aurata (Gilthead sea bream),770,GO:0005680; GO:0005819; GO:0007049; GO:0016567; GO:0051301,Chordata
A0A0F8C6B6,A0A0F8C6B6_LARCR,von Willebrand factor A domain-containing protein 5B1,EH28_07836,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),484,,Chordata
A0A6G0HJ20,A0A6G0HJ20_LARCR,Coronin,D5F01_LYC22746 D5F01_LYC23043,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),549,GO:0017053; GO:0051015,Chordata
A0A671V5E8,A0A671V5E8_SPAAU,Symplekin-like,LOC115587825,Sparus aurata (Gilthead sea bream),1221,GO:0005634; GO:0006397,Chordata
A0A671XFW5,A0A671XFW5_SPAAU,AMP deaminase (EC 3.5.4.6),,Sparus aurata (Gilthead sea bream),773,GO:0003876; GO:0032264; GO:0046872,Chordata
A0A671YD41,A0A671YD41_SPAAU,Advillin,,Sparus aurata (Gilthead sea bream),822,GO:0007010; GO:0051015; GO:0051693,Chordata
A0A671XQJ2,A0A671XQJ2_SPAAU,Target of Myb protein 1-like,LOC115592383,Sparus aurata (Gilthead sea bream),491,GO:0006886,Chordata
A0A3S4K614,A0A3S4K614_SALER,Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21),pncB NCTC10047_03836,Salmonella enterica subsp. arizonae,435,GO:0004514; GO:0004516; GO:0009435,Proteobacteria
Q2QHJ3,Q2QHJ3_SALTM,Chaperone Hsp90 (Fragment),htpG STM0487,Salmonella typhimurium,215,GO:0005524; GO:0006457; GO:0016887; GO:0051082,Proteobacteria
A0A671UVD0,A0A671UVD0_SPAAU,Uncharacterized LOC115581220,LOC115581220,Sparus aurata (Gilthead sea bream),901,,Chordata
A0A671UGG5,A0A671UGG5_SPAAU,Regulator of G-protein signaling 9-like,LOC115575856,Sparus aurata (Gilthead sea bream),478,GO:0007186; GO:0009968; GO:0035556,Chordata
A0A3Q3B8X8,A0A3Q3B8X8_KRYMA,BED-type domain-containing protein,,Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus),613,GO:0003677; GO:0005634; GO:0046872; GO:0046983,Chordata
A0A671VF13,A0A671VF13_SPAAU,Cathepsin S-like,CTSS,Sparus aurata (Gilthead sea bream),340,GO:0008234,Chordata
A0A671WV95,A0A671WV95_SPAAU,Signal peptide peptidase like 2A,sppl2a,Sparus aurata (Gilthead sea bream),535,GO:0005765; GO:0010008; GO:0016021; GO:0031293; GO:0042500; GO:0050776,Chordata
A0A671WW58,A0A671WW58_SPAAU,Signal peptide peptidase like 2A,sppl2a,Sparus aurata (Gilthead sea bream),517,GO:0005765; GO:0010008; GO:0016021; GO:0031293; GO:0042500; GO:0050776,Chordata
A0A671X286,A0A671X286_SPAAU,Signal peptide peptidase like 2A,sppl2a,Sparus aurata (Gilthead sea bream),532,GO:0005765; GO:0010008; GO:0016021; GO:0031293; GO:0042500; GO:0050776,Chordata
E2XDR9,E2XDR9_SHIDY,Inner membrane protein yicO,SD1617_4064,Shigella dysenteriae 1617,401,GO:0016021; GO:0022857,Proteobacteria
A0A671USK9,A0A671USK9_SPAAU,E2F transcription factor 4,e2f4,Sparus aurata (Gilthead sea bream),391,GO:0000278; GO:0000978; GO:0003700; GO:0005634; GO:0005667; GO:0006357; GO:0046983,Chordata
A0A671YP39,A0A671YP39_SPAAU,Sphingosine kinase 1-like,SPHK1,Sparus aurata (Gilthead sea bream),565,GO:0003951,Chordata
A0A3Q1JBY9,A0A3Q1JBY9_ANATE,Leucine rich repeat containing 73,,Anabas testudineus (Climbing perch) (Anthias testudineus),324,,Chordata
A0A498MAD6,A0A498MAD6_LABRO,LINE-1 type transposase domain-containing 1,ROHU_001039 ROHU_027605 ROHU_028980,Labeo rohita (Indian major carp) (Cyprinus rohita),273,,Chordata
A0A671YU91,A0A671YU91_SPAAU,Microcephalin 1,mcph1,Sparus aurata (Gilthead sea bream),829,,Chordata
A0A671WCV7,A0A671WCV7_SPAAU,Protein AMBP-like,LOC115593155,Sparus aurata (Gilthead sea bream),198,GO:0005576,Chordata
A0A671U7C5,A0A671U7C5_SPAAU,Na(+)/H(+) exchange regulatory cofactor NHE-RF3-like,LOC115593628,Sparus aurata (Gilthead sea bream),512,GO:0006811; GO:0007168; GO:0030251,Chordata
A0A671V0J5,A0A671V0J5_SPAAU,Methenyltetrahydrofolate synthase domain-containing protein,mthfsd,Sparus aurata (Gilthead sea bream),475,GO:0003723,Chordata
A0A7B6CS24,A0A7B6CS24_ECOLX,Zinc/cadmium/mercury/lead-transporting ATPase,HNC93_06660,Escherichia coli,732,GO:0005524; GO:0005886; GO:0016021; GO:0019829; GO:0046872,Proteobacteria
A0A6A5EVT9,A0A6A5EVT9_PERFL,Beta-galactosidase (EC 3.2.1.23),PFLUV_G00019990,Perca fluviatilis (European perch),605,GO:0004565; GO:0005975,Chordata
A0A671VBT6,A0A671VBT6_SPAAU,Beta-galactosidase (EC 3.2.1.23),LOC115597773,Sparus aurata (Gilthead sea bream),638,GO:0004565; GO:0005975,Chordata
A0A3B4VFK6,A0A3B4VFK6_SERDU,Lecithin retinol acyltransferase-like,,Seriola dumerili (Greater amberjack) (Caranx dumerili),234,GO:0016021; GO:0042572; GO:0047173,Chordata
A0A671VU92,A0A671VU92_SPAAU,Si:ch1073-278o19.1,,Sparus aurata (Gilthead sea bream),158,GO:0007155; GO:0016021; GO:0042246,Chordata
A0A671WJ00,A0A671WJ00_SPAAU,Protein FRA10AC1,LOC115571159,Sparus aurata (Gilthead sea bream),332,,Chordata
A0A671TMM4,A0A671TMM4_SPAAU,Uncharacterized LOC115579552,LOC115579552,Sparus aurata (Gilthead sea bream),898,GO:0016740; GO:0046872,Chordata
A0A671W7C9,A0A671W7C9_SPAAU,Hyaluronan and proteoglycan link protein 2,hapln2,Sparus aurata (Gilthead sea bream),358,GO:0005540; GO:0005576; GO:0005886; GO:0007155; GO:0016021,Chordata
A0A6A5EJZ0,A0A6A5EJZ0_PERFL,BHLH domain-containing protein,PFLUV_G00208450,Perca fluviatilis (European perch),202,GO:0046983,Chordata
A0A671V353,A0A671V353_SPAAU,Interphotoreceptor matrix proteoglycan 2,IMPG2,Sparus aurata (Gilthead sea bream),1176,GO:0005201; GO:0005540; GO:0005576; GO:0007601; GO:0008201; GO:0016021; GO:0033165; GO:0042995,Chordata
A0A671X189,A0A671X189_SPAAU,Erbb2 interacting protein,erbin,Sparus aurata (Gilthead sea bream),1363,GO:0005176; GO:0007165; GO:0032088,Chordata
A0A671WUH4,A0A671WUH4_SPAAU,Erbb2 interacting protein,erbin,Sparus aurata (Gilthead sea bream),1411,GO:0005176; GO:0007165; GO:0032088,Chordata
A0A3B4U2N0,A0A3B4U2N0_SERDU,Family with sequence similarity 120A,,Seriola dumerili (Greater amberjack) (Caranx dumerili),1061,,Chordata
A0A671YPH6,A0A671YPH6_SPAAU,DNA helicase (EC 3.6.4.12),recql5,Sparus aurata (Gilthead sea bream),1055,GO:0003676; GO:0003678; GO:0005524; GO:0006310,Chordata
A0A4W6CCZ1,A0A4W6CCZ1_LATCA,Non-specific protein-tyrosine kinase (EC 2.7.10.2),PTK2,Lates calcarifer (Barramundi) (Holocentrus calcarifer),1092,GO:0004714; GO:0004715; GO:0005524; GO:0005856; GO:0005886; GO:0005925; GO:0007172; GO:0042995,Chordata
A0A671X088,A0A671X088_SPAAU,Band 7 protein AGAP004871-like,LOC115569951,Sparus aurata (Gilthead sea bream),289,GO:0005886; GO:0016021,Chordata
A0A6A5L1D6,A0A6A5L1D6_LUPAL,Uncharacterized protein,Lal_00009729 Lal_00009750,Lupinus albus (White lupine) (Lupinus termis),178,,Streptophyta
A0A671XMB2,A0A671XMB2_SPAAU,UTP25 small subunit processor component,utp25,Sparus aurata (Gilthead sea bream),754,GO:0005634,Chordata
A0A6A5ELG1,A0A6A5ELG1_PERFL,Uncharacterized protein,PFLUV_G00215650,Perca fluviatilis (European perch),7592,GO:0005640; GO:0016021; GO:0034993; GO:0051015,Chordata
A0A0F8CFQ8,A0A0F8CFQ8_LARCR,Troponin I; fast skeletal muscle (Fragment),EH28_06166,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),172,GO:0005861,Chordata
A0A671X3P9,A0A671X3P9_SPAAU,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),eef2k,Sparus aurata (Gilthead sea bream),731,GO:0004686; GO:0005509; GO:0005516; GO:0005524,Chordata
A0A671X1C5,A0A671X1C5_SPAAU,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),eef2k,Sparus aurata (Gilthead sea bream),748,GO:0004686; GO:0005509; GO:0005516; GO:0005524,Chordata
A0A671VJF0,A0A671VJF0_SPAAU,Hexosyltransferase (EC 2.4.1.-),b3galnt2,Sparus aurata (Gilthead sea bream),495,GO:0000139; GO:0006486; GO:0016021; GO:0016758,Chordata
A0A671WGZ4,A0A671WGZ4_SPAAU,Cilia- and flagella-associated protein 97,,Sparus aurata (Gilthead sea bream),425,,Chordata
A0A671YZF6,A0A671YZF6_SPAAU,Prospero homeobox 3,,Sparus aurata (Gilthead sea bream),789,GO:0003677; GO:0005634; GO:0006355,Chordata
A0A6A4TJA0,A0A6A4TJA0_SCOMX,Uncharacterized protein,F2P81_002622,Scophthalmus maximus (Turbot) (Psetta maxima),519,GO:0003677; GO:0006310; GO:0015074,Chordata
A0A671UUG4,A0A671UUG4_SPAAU,Huntingtin interacting protein 1 related,hip1r,Sparus aurata (Gilthead sea bream),1068,GO:0003779; GO:0005905; GO:0006897; GO:0006915; GO:0030136; GO:0030276; GO:0035091; GO:2000369,Chordata
A0A787WGJ9,A0A787WGJ9_ECOLX,Deleted.,,,,,
E9YZN3,E9YZN3_ECOLX,OmpW family protein,ERJG_03996,Escherichia coli M863,238,GO:0019867,Proteobacteria
V0AKL1,V0AKL1_ECOLX,PTS-dependent dihydroxyacetone kinase operon regulatory protein; DhaR,HMPREF1620_00843,Escherichia coli 909945-2,642,GO:0005524; GO:0006355; GO:0008134; GO:0016301; GO:0043565,Proteobacteria
A0A671YEP6,A0A671YEP6_SPAAU,Mediator complex subunit 25 (Mediator of RNA polymerase II transcription subunit 25),med25,Sparus aurata (Gilthead sea bream),755,GO:0005634,Chordata
A0A671TU04,A0A671TU04_SPAAU,Transmembrane protein 45B,,Sparus aurata (Gilthead sea bream),295,GO:0016021,Chordata
A0A671XG17,A0A671XG17_SPAAU,Ankyrin repeat domain 22,,Sparus aurata (Gilthead sea bream),191,GO:0016021,Chordata
A0A1A7YZC9,A0A1A7YZC9_9TELE,EPH receptor A10,EPHA10 CABZ01071964.1,Iconisemion striatum,1019,GO:0005003; GO:0005524; GO:0005887,Chordata
A0A671YRK4,A0A671YRK4_SPAAU,Myosin-binding protein H-like,LOC115582707,Sparus aurata (Gilthead sea bream),676,GO:0005886; GO:0016021,Chordata
A0A671UQL1,A0A671UQL1_SPAAU,Putative homeodomain transcription factor 2,phtf2,Sparus aurata (Gilthead sea bream),762,GO:0005783; GO:0016021,Chordata
A0A3B4TP70,A0A3B4TP70_SERDU,Putative homeodomain transcription factor 2,,Seriola dumerili (Greater amberjack) (Caranx dumerili),708,GO:0005783; GO:0016021,Chordata
A0A671XV26,A0A671XV26_SPAAU,Solute carrier family 22 member 13b,,Sparus aurata (Gilthead sea bream),515,GO:0016021; GO:0022857,Chordata
A0A671XR19,A0A671XR19_SPAAU,Solute carrier family 22 member 13b,,Sparus aurata (Gilthead sea bream),576,GO:0016021; GO:0022857,Chordata
A0A671VD99,A0A671VD99_SPAAU,Cartilage oligomeric matrix protein,comp,Sparus aurata (Gilthead sea bream),747,GO:0005509; GO:0005576; GO:0007155,Chordata
A0A671XL21,A0A671XL21_SPAAU,Endopeptidase S2P (EC 3.4.24.85) (Membrane-bound transcription factor site-2 protease),LOC115570390,Sparus aurata (Gilthead sea bream),499,GO:0004222; GO:0016021,Chordata
A0A671YZ11,A0A671YZ11_SPAAU,Coiled-coil domain containing 50,,Sparus aurata (Gilthead sea bream),340,,Chordata
A0A671Y6Z5,A0A671Y6Z5_SPAAU,Tetratricopeptide repeat domain 37,ttc37,Sparus aurata (Gilthead sea bream),1570,GO:0006401; GO:0055087,Chordata
A0A6I9PHF6,A0A6I9PHF6_9TELE,glucagon receptor-like,LOC104963429,Notothenia coriiceps (black rockcod),141,GO:0004967; GO:0005886; GO:0016021,Chordata
A0A6G0JBI4,A0A6G0JBI4_LARCR,Complement C3 Complement C3 beta chain Complement C3 alpha chain,D5F01_LYC00973,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),1132,GO:0004866; GO:0005576; GO:0005886; GO:0006956; GO:0007166; GO:0016021; GO:0016519,Chordata
A0A4U5VU37,A0A4U5VU37_COLLU,Hemicentin-2,D9C73_025690,Collichthys lucidus (Big head croaker) (Sciaena lucida),1466,GO:0005886; GO:0016021,Chordata
A0A671V6K6,A0A671V6K6_SPAAU,Si:ch211-66e2.5,,Sparus aurata (Gilthead sea bream),304,GO:0005886; GO:0016021,Chordata
B1N6J7,B1N6J7_9PROT,Uncharacterized protein,,uncultured beta proteobacterium CBNPD1 BAC clone 578,114,,Proteobacteria
A0A0K9R3T4,A0A0K9R3T4_SPIOL,Uncharacterized protein,SOVF_116540,Spinacia oleracea (Spinach),110,,Streptophyta
A0A6G0ITY4,A0A6G0ITY4_LARCR,RNA 3'-terminal phosphate cyclase (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1),D5F01_LYC07706,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),364,GO:0003963; GO:0005524; GO:0006396,Chordata
A0A3Q3H420,A0A3Q3H420_9LABR,RNA 3'-terminal phosphate cyclase (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1),,Labrus bergylta (ballan wrasse),363,GO:0003963; GO:0005524; GO:0006396,Chordata
A0A671UYN6,A0A671UYN6_SPAAU,USP domain-containing protein,,Sparus aurata (Gilthead sea bream),459,GO:0004843; GO:0006511; GO:0016579,Chordata
A0A671UZH8,A0A671UZH8_SPAAU,Ubiquitin carboxyl-terminal hydrolase 47-like,LOC115590564,Sparus aurata (Gilthead sea bream),259,GO:0004843; GO:0006511; GO:0016579,Chordata
A0A671UYS6,A0A671UYS6_SPAAU,Ubiquitin carboxyl-terminal hydrolase 47-like,LOC115590564,Sparus aurata (Gilthead sea bream),279,GO:0004843; GO:0006511; GO:0016579,Chordata
A0A183UHK9,A0A183UHK9_TOXCA,Complex I-ESSS (NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11; mitochondrial) (NADH-ubiquinone oxidoreductase ESSS subunit),TCNE_LOCUS7979,Toxocara canis (Canine roundworm),212,GO:0016021,Nematoda (roundworms)
A0A671UBW9,A0A671UBW9_SPAAU,Phospholipid phosphatase-related protein type 5-like,PLPPR5,Sparus aurata (Gilthead sea bream),320,GO:0006644; GO:0016021; GO:0042577,Chordata
A0A671YCX2,A0A671YCX2_SPAAU,Xin actin-binding repeat-containing protein 2-like,LOC115576932,Sparus aurata (Gilthead sea bream),3444,GO:0003779; GO:0007507; GO:0030036; GO:0030054,Chordata
A0A671TIZ3,A0A671TIZ3_SPAAU,Transforming acidic coiled-coil-containing protein 1-like,LOC115583147,Sparus aurata (Gilthead sea bream),871,GO:0005737; GO:0005856; GO:0007052,Chordata
A0A671Y6D7,A0A671Y6D7_SPAAU,Chemerin (Retinoic acid receptor responder protein 2),LOC115570440,Sparus aurata (Gilthead sea bream),163,GO:0005102; GO:0005576; GO:0006935; GO:0006954; GO:0030154; GO:0050994,Chordata
A0A671W813,A0A671W813_SPAAU,Keratinocyte differentiation factor 1,kdf1,Sparus aurata (Gilthead sea bream),395,GO:0003334,Chordata
A0A671VP87,A0A671VP87_SPAAU,Probable enoyl-CoA hydratase,LOC115570025,Sparus aurata (Gilthead sea bream),309,GO:0003824,Chordata
A0A671VXJ3,A0A671VXJ3_SPAAU,Ras association domain-containing protein 6-like,LOC115593198,Sparus aurata (Gilthead sea bream),346,GO:0007165; GO:0042981,Chordata
A0A3B4TUH7,A0A3B4TUH7_SERDU,ILK associated serine/threonine phosphatase,,Seriola dumerili (Greater amberjack) (Caranx dumerili),367,GO:0004722; GO:0046872,Chordata
A0A671Y8K2,A0A671Y8K2_SPAAU,Mitogen-activated protein kinase 8 interacting protein 2,mapk8ip2,Sparus aurata (Gilthead sea bream),1278,,Chordata
A0A671VKF4,A0A671VKF4_SPAAU,Uromodulin like 1,umodl1,Sparus aurata (Gilthead sea bream),1286,GO:0005509; GO:0005576; GO:0016021; GO:0030414,Chordata
A0A671YLN7,A0A671YLN7_SPAAU,DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12),dna2,Sparus aurata (Gilthead sea bream),1384,GO:0003677; GO:0005524; GO:0005634; GO:0005739; GO:0006281; GO:0017108; GO:0017116; GO:0033567; GO:0046872; GO:0051539,Chordata
A0A671VSU9,A0A671VSU9_SPAAU,Si:dkey-205h23.2,,Sparus aurata (Gilthead sea bream),493,GO:0003723; GO:0005634; GO:0005737; GO:0006397,Chordata
A0A671WJ73,A0A671WJ73_SPAAU,Cytoplasmic polyadenylation element binding protein 2,cpeb2,Sparus aurata (Gilthead sea bream),729,GO:0003730; GO:0045182,Chordata
A0A671WH89,A0A671WH89_SPAAU,Cytoplasmic polyadenylation element binding protein 2,cpeb2,Sparus aurata (Gilthead sea bream),746,GO:0003730; GO:0045182,Chordata
A0A6G1R274,A0A6G1R274_9TELE,Ras and Rab interactor 2 Ras interaction/interference protein 2,EXN66_Car001660,Channa argus (northern snakehead),1111,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A6G0ITK6,A0A6G0ITK6_LARCR,Uncharacterized protein,D5F01_LYC07536,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),208,,Chordata
A0A671YUV5,A0A671YUV5_SPAAU,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma-like,LOC115573190,Sparus aurata (Gilthead sea bream),803,GO:0005524; GO:0016307,Chordata
A0A671UDY3,A0A671UDY3_SPAAU,Protocadherin 1,pcdh1,Sparus aurata (Gilthead sea bream),1212,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A4V6AR28,A0A4V6AR28_COLLU,Uncharacterized protein,D9C73_016801,Collichthys lucidus (Big head croaker) (Sciaena lucida),197,,Chordata
A0A671WQQ4,A0A671WQQ4_SPAAU,Non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC115593421,Sparus aurata (Gilthead sea bream),766,GO:0005524; GO:0030425; GO:0106310; GO:0106311,Chordata
